Domains,Industry,Employees,Event Count,Event-split,Class,Discover Overall-Score,Discover - Events
cloud4c.com,Information Technology,1800,5,3,0,Excellent,"Date: 29/08/2023
Type: hires
Event: Cloud4C Services Pvt. Ltd. hired Arindam Mukherjee as President of Sales for India region on Aug 30th '23.
URL: https://cioinfluence.com/cloud/cloud4c-appoints-arindam-mukherjee-as-new-president-of-sales-for-india-region/

Date: 27/06/2023
Type: Hires
Event: Cloud4C Services Pvt. Ltd. hired Rocco Monteleone as head of N.A. business on Jun 27th '23.
URL: https://finance.yahoo.com/news/cloud4c-appoints-rocco-monteleone-senior-140000157.html

Date: 24/06/2023
Type: Hires
Event: Cloud4C Services Pvt. Ltd. hires Bernard L'Allier as President of Sales for Singapore.
URL: https://www.prnewswire.com/apac/news-releases/cloud4c-announces-bernard-lallier-ex-md-of-rackspace-asean-and-india-as-new-president-of-sales-301863165.html

Date: 18/06/2023
Type: Partners With
Event: Codebtech partners with Cloud4C Services Pvt. Ltd..
URL: https://intlbm.com/2023/06/19/codebase-technologies-inks-partnership-with-cloud4c-to-drive-cloud-based-digital-innovations/

Date: 23/03/2023
Type: Partners With
Event: Moro Hub partners with Cloud4C Services Pvt. Ltd..
URL: https://www.arabianbusiness.com/industries/technology/moro-hub-join-hands-with-indias-cloud4c-to-offer-cloud-hosting-services"
deutsche-bank.co.id,"Education, Colleges & Universities",5000,5,4,0,Good,"Date: 26/08/2023
Type: invests_into
Event: Acadian invests into Jakarta Branch of Deutsche Bank AG $101M.
URL: https://www.marketbeat.com/instant-alerts/nyse-db-sec-filing-2023-08-25/

Date: 27/04/2023
Type: Launches
Event: Jakarta Branch of Deutsche Bank AG launches 1.0 billion euro equivalent for public tender offer for six series of senior non-preferred bonds.
URL: https://www.db.com/news/detail/20230510-deutsche-bank-announces-expected-acceptance-amount-for-public-tender-offer?language_id=1

Date: 15/02/2023
Type: Hires
Event: Jakarta Branch of Deutsche Bank AG hires King as head of the China market.
URL: https://fundselectorasia.com/deutsche-appoint-market-heads-for-north-asia-wealth-management/

Date: 28/12/2022
Type: Launches
Event: Jakarta Branch of Deutsche Bank AG launched research paper on Sep 5th '22.
URL: https://beststocks.com/weibo-is-the-target-of-unusually-high-option-tradi/

Date: 22/11/2022
Type: Hires
Event: Jakarta Branch of Deutsche Bank AG hires Esther Wong as managing director and group head for wealth management business.
URL: https://www.privatebankerinternational.com/news/vcm-investment-bank-vantage/"
bwlpg.com,Transportation,1907,5,2,0,Excellent,"Date: 05/07/2023
Type: leaves
Event: Anders Onarheim left BW LPG as CEO on Jul 6th '23.
URL: https://splash247.com/anders-onarheim-stepping-down-from-bw-lpg-ceo-role/

Date: 19/06/2023
Type: Hires
Event: BW LPG hired Ms Samantha Xu as Chief Financial Officer on Sep 1st '23.
URL: https://www.shippingherald.com/bw-lpg-appoints-new-cfo/

Date: 06/06/2023
Type: Hires
Event: BW LPG hired Onarheim as interim CEO on Dec 1st '19.
URL: https://splash247.com/anders-onarheim-stepping-down-from-bw-lpg-ceo-role/

Date: 20/04/2023
Type: Has Issues With
Event: BW LPG had issues with Section 132G of the Bermuda Companies Act 1981 as amended and Part 10A of the Singapore Companies Act 1967 on May 15th '23.
URL: https://bw-group.com/newsroom/articles/2023/04/bw-lpg-board-resolution-on-redomiciling-to-the-republic-of-singapore/

Date: 06/01/2023
Type: Leaves
Event: Pontus Berg left BW LPG as Executive Vice President (Technical and Operations) on Jan 6th '23.
URL: https://www.marketscreener.com/quote/stock/BW-LPG-LIMITED-14976268/news/BW-LPG-Pontus-Berg-Steps-Down-as-EVP-Technical-and-Operations-42670950/"
the-ascott.com,Entertainment,5001,5,4,0,Good,"Date: 15/10/2023
Type: partners_with
Event: The Ascott Limited partnered with Vimut Hospital on Oct 12th '23.
URL: https://www.austchamthailand.com/news/the-ascott-limited-thailand-along-with-vimut-hospital-forge-strategic-partnership-to-elevate-guest-experiences/

Date: 14/09/2023
Type: Partners With
Event: The Ascott Limited partners with TalyerAuto Group.
URL: https://mb.com.ph/2023/9/15/12-must-see-filipino-artists-at-ascott-makati-s-one-week-exhibit

Date: 10/01/2023
Type: Hires
Event: The Ascott Limited hires Lim as vice president, development, South-east Asia and Korea.
URL: https://www.ttgasia.com/2023/01/10/the-ascott-limited-names-new-chief-growth-officer/

Date: 10/01/2023
Type: Hires
Event: The Ascott Limited hired Serena Lim as Chief Growth Officer on Jan 10th '23.
URL: https://www.hospitalitynet.org/appointment/79025427.html

Date: 29/12/2022
Type: Launches
Event: The Ascott Limited launches Somerset.
URL: https://koreajoongangdaily.joins.com/2022/12/29/business/sponsoredReports/Refreshed-hospitality-brand-Somerset-encompasses-Ascotts-brand-values/20221229175004748.html"
kepinfratrust.com,"Education, Colleges & Universities",3086,3,1,0,Good,"Date: 20/10/2023
Type: hires
Event: Keppel Corporation hires Kevin Chng as Chief Financial Officer.
URL: https://sbr.com.sg/news/keppel-infrastructure-trust-taps-kevin-neo-deputy-ceo-trustee-manager

Date: 03/10/2023
Type: Invests Into Assets
Event: Keppel Corporation invests into assets: 50% stake in Pierfront.
URL: https://www.theasset.com/article/50130/keppel-acquires-remaining-50-stake-in-pierfront

Date: 29/11/2022
Type: Sells Assets To
Event: SPH Media Fund sold assets to Keppel Corporation on Aug 1st '21.
URL: https://finance.yahoo.com/news/singapore-data-center-market-investment-115800479.html"
bankislam.com,Finance,4000,5,3,0,Good,"Date: 16/10/2023
Type: partners_with
Event: Bank Islam partners with Qwork.
URL: https://fintechnews.my/40319/financial-inclusion/bank-islam-to-offer-shariah-banking-services-to-qworks-freelancers/

Date: 07/09/2023
Type: Launches
Event: Bank Islam launches Be U.
URL: https://fintechnews.my/39532/payments-remittance-malaysia/be-u-by-bank-islam-rolls-out-new-visa-debit-card/

Date: 26/08/2023
Type: Hires
Event: Bank Islam hired Azdini Nor Azman as chief executive officer (CEO) and non-independent executive director on Aug 1st '23.
URL: https://www.klsescreener.com/v2/news/view/1194293/azdini-nor-azman-named-ceo-of-bank-islam-039-s-fund-management-arm

Date: 26/07/2023
Type: Partners With
Event: Matrade partners with Bank Islam.
URL: https://www.businesstoday.com.my/2023/07/27/10-things-you-can-buy-with-rm100-ewallet-cash-aid/

Date: 24/07/2023
Type: Signs New Client
Event: Bank Islam signs new client Aiiman.
URL: https://www.islamicfinancenews.com/aiiman-partners-with-bank-islam.html"
gentingsingapore.com,Entertainment,12657,1,1,0,Good,"Date: 15/03/2023
Type: hires
Event: Genting Singapore Limited hires Tan Hee Teck as CEO.
URL: https://europeangaming.eu/portal/latest-news/2023/03/15/131864/genting-malaysia-warns-of-illegal-online-gambling-sites-using-its-brand/"
airasiax.com,"Education, Colleges & Universities",5000,5,3,0,Good,"Date: 29/09/2023
Type: hires
Event: AirAsia X hired Datuk Seri Mohammed Shazalli Ramly as independent, non-executive director on Sep 29th '23.
URL: https://theedgemalaysia.com/node/684377

Date: 08/09/2023
Type: Promotes
Event: AirAsia X promoted Datuk Fam Lee Lee to non-independent non-executive director on Sep 8th '23.
URL: https://theedgemalaysia.com/node/681851

Date: 29/05/2023
Type: Launches
Event: AirAsia X launches flights from Malaysia to Istanbul.
URL: https://www.flightglobal.com/airlines/airasia-x-mulls-central-asia-istanbul-foray-as-china-network-gets-boost-/153477.article

Date: 21/05/2023
Type: Recognized As
Event: AirAsia X recognized as World’s Best Low-Cost Airline at World Travel Awards.
URL: https://www.ritzmagazine.in/woman-wears-5-5-kg-of-clothes-to-avoid-paying-baggage-fee/

Date: 03/04/2023
Type: Launches
Event: AirAsia X launches flight frequencies and new routes in line.
URL: https://simpleflying.com/thai-airasia-x-rehabilitation-plan-ready/"
sjp.asia,Finance,1895,5,4,0,Good,"Date: 04/10/2023
Type: hires
Event: St. James's Place Wealth Management Group hires Justin Onuekwusi as chief investment officer.
URL: https://portfolio-adviser.com/lgims-justin-onuekwusi-begins-cio-role-at-st-jamess-place/

Date: 11/09/2023
Type: Hires
Event: St. James's Place Wealth Management Group hired Mark FitzPatrick as executive on Jan 1st '93.
URL: https://www.marketscreener.com/quote/commodity/WTI-2355639/news/London-Stocks-Seen-Opening-Lower-as-Traders-Await-US-Inflation-Data-44830589/?utm_medium=RSS&utm_content=20230913

Date: 06/09/2023
Type: Hires
Event: St. James's Place Wealth Management Group hired Joe Wiggins as director of investment research on Sep 12th '23.
URL: https://portfolio-adviser.com/st-jamess-place-names-director-of-investment-research/

Date: 01/03/2023
Type: Closes Offices In
Event: St. James's Place Wealth Management Group closes offices in Shanghai, China.
URL: https://www.finews.asia/finance/38728-st-james-s-place-leaves-mainland-china

Date: 01/02/2023
Type: Launches
Event: St. James's Place Wealth Management Group launched Financial Health Index on Feb 1st '23.
URL: https://www.wealthbriefing.com/html/article.php?id=196870"
sirclo.com,"Education, Colleges & Universities",5000,2,0,0,Good,"Date: 13/09/2023
Type: acquires
Event: Sirclo acquires Rates.
URL: https://www.dealstreetasia.com/stories/rates-sirclo-361927

Date: 10/08/2023
Type: Identified As Competitor Of
Event: Baskit identified as competitor of Sirclo.
URL: https://news.google.com/rss/articles/CBMiUGh0dHBzOi8vd3d3LnRlY2hpbmFzaWEuY29tL2Jhc2tpdC1iYW5rcy1zZWVkLWV4dGVuc2lvbi1rb3JlYS1pbnZlc3RtZW50LXBhcnRuZXJz0gEA?oc=5"
hobee.com,Engineering,601,2,0,0,Good,"Date: 03/01/2023
Type: acquires
Event: Ho Bee Land Limited acquires The Scalpel.
URL: https://www.investmentmonitor.ai/features/the-three-cross-border-ma-deals-that-shaped-the-construction-sector-in-2022/

Date: 13/12/2022
Type: Invests Into Assets
Event: Ho Bee Land Limited invested into assets: land and construct offices in the amount of $300M on Jan 1st '10.
URL: https://www.bloomberg.com/opinion/articles/2022-12-13/singapore-s-canary-wharf-is-running-out-of-office-space"
sarawakenergy.com,Engineering,5200,5,2,0,Excellent,"Date: 04/10/2023
Type: partners_with
Event: Sarawak Energy partnered with Eneos on Sep 4th '23.
URL: https://www.malaymail.com/news/malaysia/2023/10/04/sarawak-restructuring-economy-based-on-its-strength-says-premier-abang-johari/94344

Date: 13/09/2023
Type: Expands Facilities
Event: Sarawak Energy expands facilities to Bintulu, Malaysia.
URL: https://www.malaymail.com/news/malaysia/2023/09/18/petronas-commences-delivery-of-160-million-standard-cubic-feet-of-gas-per-day-to-new-bintulu-methanol-plant/91467

Date: 09/07/2023
Type: Expands Facilities
Event: Sarawak Energy expands facilities to Malaysia.
URL: https://southeastasiainfra.com/trina-to-execute-large-scale-solar-project-in-malaysia/

Date: 12/03/2023
Type: Sells Assets To
Event: Finance sold assets to Sarawak Energy on Jan 1st '17.
URL: https://www.hydroreview.com/hydro-industry-news/ground-broken-on-1375-mw-metarang-induk-hydropower-in-indonesia/

Date: 15/12/2022
Type: Launches
Event: Sarawak Energy launches Amphibian and Reptile Pod.
URL: https://www.hydroreview.com/environmental/sarawak-energy-launches-conservation-effort-at-baleh-hydropower-project/"
agpglobal.com,Engineering,3000,5,2,0,Excellent,"Date: 19/10/2023
Type: hires
Event: Agpglobal hired Karthik Sathyamoorthy as Chief Executive Officer on Oct 15th '23.
URL: https://markets.businessinsider.com/news/stocks/ag-p-group-announces-exciting-changes-in-leadership-1032722510

Date: 01/08/2023
Type: Receives Award
Event: Agpglobal receives award Best HR award at HR Stars Awards 2023.
URL: https://chiefofstaff.asia/news-and-insights/agp-hr-team-leading-culture-transformation-for-success/

Date: 12/07/2023
Type: Launches
Event: Agpglobal launched LNG supply from abroad on Apr 27th '23.
URL: https://www.rigzone.com/news/shell_bags_lng_order_from_philippines-12-jul-2023-173312-article/?rss=true

Date: 10/02/2023
Type: Expands Offices In
Event: Agpglobal expanded offices in Australia on May 1st '15.
URL: https://energy-oil-gas.com/news/atlantic-gulf-pacific-company-agp-2/

Date: 10/02/2023
Type: Increases Headcount By
Event: Agpglobal increased headcount by 2000 on May 1st '15.
URL: https://energy-oil-gas.com/news/atlantic-gulf-pacific-company-agp-2/"
glp.com,Information Technology,1121,5,1,0,Good,"Date: 29/10/2023
Type: expands_facilities
Event: GLP expands facilities to Kraków, Poland.
URL: https://eu.glp.com/glp-begins-construction-of-56000-sqm-warehouse-for-mcg-eastbridge-near-krakow-marking-largest-polish-warehouse-lease-in-h1-2023/

Date: 19/10/2023
Type: Launches
Event: GLP launches G-Park Culemborg.
URL: https://eu.glp.com/glp-announces-completion-of-g-park-culemborg/

Date: 16/10/2023
Type: Receives Award
Event: Kashiwa Sato at GLP receives award Best of Best"" at ICONIC AWARDS 2023.
URL: https://kashiwasato.com/news/14525

Date: 04/10/2023
Type: Expands Facilities
Event: GLP expands facilities to Ploisy, France.
URL: https://eu.glp.com/glp-acquires-41000-sqm-logistics-platform-in-ploisy-02-from-ag-real-estate-france/

Date: 04/10/2023
Type: Invests Into Assets
Event: GLP invests into assets: 41,000 SQM logistics facility in Ploisy, France.
URL: https://eu.glp.com/glp-acquires-41000-sqm-logistics-platform-in-ploisy-02-from-ag-real-estate-france/"
neste.sg,"Education, Colleges & Universities",5000,2,0,0,Good,"Date: 26/05/2023
Type: expands_facilities
Event: Technology Co expanded facilities to Singapore, Singapore on May 19th '23.
URL: https://www.tankstoragemag.com/2023/04/06/neste-to-start-production-at-singapore-renewables-fuels-expansion/

Date: 14/02/2023
Type: Is Developing
Event: Technology Co will develop 1m tons of Sustainable Aviation Fuel on Jan 1st '24.
URL: https://www.safinvestor.com/news/142431/neste-opens-singapore-innovation-centre/"
stlogs.com,Engineering,728,4,0,0,Excellent,"Type: *** Discover Insider ***
Event: IT Manager of Stlogs, is interested in 4 Azure Considerations to Reduce Costs - whitepaper in Singapore.


Date: 27/02/2023
Type: Invests Into Assets
Event: ST Logistics Group invests into assets: facility in Singapore, Singapore.
URL: https://www.stlogs.com/acquisition-of-new-healthcare-facility-at-49-pandan-road/

Date: 27/02/2023
Type: Expands Facilities
Event: ST Logistics Group expands facilities to Singapore, Singapore.
URL: https://www.stlogs.com/acquisition-of-new-healthcare-facility-at-49-pandan-road/

Date: 16/01/2023
Type: Receives Award
Event: ST Logistics Group received award Excellence in HR Innovation (Silver Award) on Jan 1st '21.
URL: https://www.moe.gov.sg/sgis/sponsoring-organisations/industries/supply-chain-management/st-logistics-pte-ltd

Date: 16/01/2023
Type: Receives Award
Event: ST Logistics Group receives award SkillsFuture Employer Award 2018.
URL: https://www.moe.gov.sg/sgis/sponsoring-organisations/industries/supply-chain-management/st-logistics-pte-ltd"
efishery.com,"Education, Colleges & Universities",5000,5,2,0,Good,"Date: 31/10/2023
Type: partners_with
Event: Koinworks partners with eFishery.
URL: https://heaptalk.com/news/koinworks-ties-with-efishery-to-grant-a-us12585-loan-facility

Date: 11/10/2023
Type: Launches
Event: eFishery launched blockchain-based cooperative on Oct 11th '23.
URL: https://www.techinasia.com/efishery-launch-india-q1-2024-launches-blockchainbased-cooperative

Date: 10/10/2023
Type: Expands Offices To
Event: eFishery expanded offices to India on Oct 16th '23.
URL: https://www.dealstreetasia.com/stories/efishery-us-india-expansion-plans-366582

Date: 25/07/2023
Type: Invests Into
Event: Nochubank invests into eFishery.
URL: https://asia.nikkei.com/Business/Finance/Indonesian-startup-eFishery-draws-investment-from-Japan-farm-lender

Date: 11/07/2023
Type: Receives Financing
Event: eFishery receives financing of $1B.
URL: https://incubees.com/agritech-firm-efishery-raised-200-m-series-d-funding-turned-unicorn/"
dbs.com.sg,"Education, Colleges & Universities",5000,5,1,0,Good,"Date: 31/10/2023
Type: receives_award
Event: DBS Bank Ltd received award H. Bruce Russell Global Innovator's Award on Oct 30th '23.
URL: https://www.corenetglobal.org/about-corenet-global/news/press-release-article/2023/11/01/dbs-bank-wins-the-h.-bruce-russell-global-innovator-s-award--from-corenet-global

Date: 16/10/2023
Type: Partners With
Event: Circle International Bermuda Limited. partners with DBS Bank Ltd.
URL: https://iaqaba.com/asia-crypto-haven-regulatory-challenges/

Date: 06/10/2023
Type: Partners With
Event: DBS Bank Ltd partnered with Univers on Oct 6th '23.
URL: https://www.finews.asia/finance/40162-dbs-partners-univers-for-net-zero-digital-solutions

Date: 05/10/2023
Type: Launches
Event: DBS Bank Ltd launches Points to Coins.
URL: https://milelion.com/2023/10/05/no-you-shouldnt-convert-dbs-points-to-shopee-coins

Date: 02/10/2023
Type: Partners With
Event: Monetary Authority of Singapore partnered with DBS Bank Ltd on Sep 25th '23.
URL: https://blog.zenithchain.co/zenith-flash-may-31st-edition-42c87c13d4c0"
pbebank.com,Finance,18721,5,2,0,Good,"Date: 29/09/2023
Type: partners_with
Event: Maybank2u will partner with Public Bank Berhad on Dec 31st '23.
URL: https://technave.com/gadget/As-Maybank-joins-Public-Bank-and-CIMB-for-DuitNow-QR-payment-waiver-extension-PayNet-announces-MDR-to-start-in-Malaysia-from-1-October-2023-36097.html

Date: 29/09/2023
Type: Launches
Event: Public Bank Berhad launched DuitNow QR charges on Aug 29th '23.
URL: https://techtrp.com/news/2023/09/29/duitnow-operator-paynet-implements-transaction-fees-to-vendors-three-banks-will-waive-the-fees-for-now/

Date: 21/09/2023
Type: Is Developing
Event: Public Bank Berhad is developing ESG-focused financing schemes to encourage SMEs to participate in sustainability best practices.
URL: https://theedgemalaysia.com/node/683438

Date: 20/09/2023
Type: Partners With
Event: Public Bank Berhad partners with Finance.
URL: https://www.thestar.com.my/business/business-news/2023/09/21/public-bank-sjpp-collaborate-to-extend-rm1bil-in-financing-to-smes

Date: 14/08/2023
Type: Partners With
Event: Public Bank Berhad partnered with Proton on Aug 9th '23.
URL: https://www.nst.com.my/business/2023/08/942794/public-bank-offer-array-financing-facilities-smart-malaysia-buyers"
chandra-asri.com,"Education, Colleges & Universities",5000,2,1,0,Good,"Date: 30/07/2023
Type: partners_with
Event: Chandra Asri partnered with Kesemat on Jan 1st '22.
URL: https://polymerupdate.com/PressRelease/Details/29183

Date: 18/01/2023
Type: Partners With
Event: Chandra Asri partners with Borouge Pvt. Ltd..
URL: https://www.mrchub.com/news/405859-borouge-lands-key-polyolefins-supply-contracts-in-uae"
nestle.com.my,Manufacturing,276000,5,2,0,Excellent,"Date: 17/10/2023
Type: partners_with
Event: Nestlé Group partnered with BookDoc on Jan 1st '23.
URL: https://www.bookdoc.com/2023/10/17/nestle-omega-plus-30-day-challenge/

Date: 01/10/2023
Type: Launches
Event: Nestlé Group launches Nestlé Farmer Connect Responsible Cocoa Sourcing programme in Sarawak.
URL: https://www.thestar.com.my/business/business-news/2023/10/02/nestle-malaysia-to-promote-sustainable-cocoa-farming-in-borneo

Date: 26/04/2023
Type: Retires From
Event: Datin Seri Azlin Arshad retires from Nestlé Group.
URL: https://www.theedgemarkets.com/node/664753

Date: 17/04/2023
Type: Partners With
Event: Globalpeace partnered with Nestlé Group on Jan 1st '18.
URL: https://globalpeace.org.my/2023/04/celebrating-6-years-of-clean-water-and-dignity-for-orang-asli-communities/?utm_source=rss&utm_medium=rss&utm_campaign=celebrating-6-years-of-clean-water-and-dignity-for-orang-asli-communities

Date: 13/02/2023
Type: Partners With
Event: Nestlé Group partners with Empire Projects, Inc..
URL: https://www.nestle.com.my/media/pressreleases/back-2-school"
uitm.edu.my,"Education, Colleges & Universities",17346,5,1,0,Good,"Date: 28/06/2023
Type: partners_with
Event: Lazada Group partnered with UiTM on Jan 1st '22.
URL: https://www.minimeinsights.com/2023/06/29/lazada-intensifies-commitment-to-empower-malaysian-youth-through-rakan-muda-in-collaboration-with-ministry-of-youth-and-sports/

Date: 27/06/2023
Type: Partners With
Event: Dun & bradstreet partnered with UiTM on Jun 28th '23.
URL: https://www.edgeprop.my/content/1906491/ip-alam-impian-and-uitm-shah-alam-jointly-promote-arts-and-culture

Date: 06/06/2023
Type: Partners With
Event: Nist partners with UiTM.
URL: https://www.onmanorama.com/career-and-campus/top-news/2023/06/06/fisat-and-uitm-sign-mou-for-international-collaboration.html

Date: 15/05/2023
Type: Is Developing
Event: UiTM is developing high-quality educational videos for Year 4 up to Form 5 students for Maxis’ flagship community programme, eKelas.
URL: https://techtrp.com/news/2023/05/16/maxis-and-uitm-collaborate-to-produce-educational-video-content-for-ekelas/

Date: 13/03/2023
Type: Receives Award
Event: UiTM receives award three prominent awards at Consultancy Annual Awards 2022 (CAA 2022.
URL: https://news.uitm.edu.my/fbm-uitm-won-three-university-awards-at-consultancy-annual-awards-2022-ceremony/"
erajaya.com,"Education, Colleges & Universities",5000,5,3,0,Good,"Date: 24/10/2023
Type: launches
Event: Erajaya Group launches IoT product line, CMF by Nothing - CMF Buds Pro and CMF Watch Pro.
URL: https://inclovermag.com/2023/10/24/cmf-by-nothing-is-now-available-at-erajaya-active-lifestyle/

Date: 24/08/2023
Type: Launches
Event: Erajaya Group launches Osmo Action 4.
URL: https://www.erajaya.com/news/erajaya-active-lifestyle-umumkan-ketersediaan-osmo-action-4-resmikan-dji-experience-store-pertama-di-medan

Date: 17/07/2023
Type: Goes Public
Event: Erajaya Group goes public.
URL: https://www.dealstreetasia.com/stories/lamudi-indonesia-layoffs-353347

Date: 16/07/2023
Type: Launches
Event: Erajaya Group launches Nothing Ear Black.
URL: https://www.erajaya.com/news/erajaya-active-lifestyle-perkenalkan-nothing-ear-2-warna-hitam

Date: 18/04/2023
Type: Partners With
Event: MST Golf Group Berhad partners with Erajaya Group.
URL: https://www.mstgolfgroup.com/mst-golf-and-erajaya-active-lifestyle-announce-partnership/"
visa.com.sg,"Finance, Credit Cards & Transaction Processing",479,5,2,0,Good,"Date: 11/10/2023
Type: hires
Event: Visa, Inc. hired Lamb as head of business development in South Africa on Jan 1st '09.
URL: https://www.raconteur.net/global-business/visa-uk-boss-lessons

Date: 11/10/2023
Type: Launches
Event: Visa, Inc. launches Mobile Tap payment solution in Singapore.
URL: https://techcoffeehouse.com/2023/10/10/global-payments-and-visa-introduce-mobile-tap-payment-solution-in-singapore/

Date: 10/10/2023
Type: Partners With
Event: Global Payments Inc. partners with Visa, Inc..
URL: https://sbr.com.sg/news/global-payments-and-visa-launch-mobile-tap-payment-solution-in-sg

Date: 07/09/2023
Type: Partners With
Event: Dataspark partners with Visa, Inc..
URL: https://ciosea.economictimes.indiatimes.com/news/corporate/ncs-announces-seven-transformative-partnerships/103486674

Date: 07/08/2023
Type: Partners With
Event: Bank Simpanan Nasional partners with Visa, Inc..
URL: https://www.marketing-interactive.com/bank-simpanan-nasional-and-visa-my-join-forces-to-boost-ecommerce-capabilities-for-smes"
utp.edu.my,"Education, Colleges & Universities",5000,3,0,0,Good,"Date: 24/09/2023
Type: is_developing
Event: Universiti Teknologi PETRONAS is developing hybrid heavy-duty plantation model.
URL: https://www.biofuelsdigest.com/bdigest/2023/09/25/universiti-teknologi-petronas-and-malaysian-kuwaiti-investment-launch-project-to-develop-hybrid-heavy-duty-plantation-model/

Date: 13/09/2023
Type: Partners With
Event: dost.gov.ph partners with Universiti Teknologi PETRONAS.
URL: https://www.sunstar.com.ph/article/1972590/davao/business/dost-davao-inks-scientific-partnership-with-utp-malaysia

Date: 16/11/2022
Type: Partners With
Event: Yayasan Petronas partnered with Universiti Teknologi PETRONAS on Oct 17th '22.
URL: https://www.yayasanpetronas.com.my/yayasan-petronas-utp-team-up-to-plant-550-native-trees-under-sentuhan-alam-programme/"
travelweekly-asia.com,Entertainment,1795,5,2,0,Good,"Date: 03/10/2023
Type: partners_with
Event: Travelweekly Asia partners with Costacruise.
URL: https://cruiseindustrynews.com/cruise-news/2023/10/costa-serena-to-homeport-in-malaysia-in-2024/

Date: 03/07/2023
Type: Promotes
Event: Travelweekly Asia promotes Anjali Chandra to president.
URL: https://www.ttgmice.com/2023/07/04/anjali-chandra-helms-as-president-of-travel-corporation-asia/

Date: 15/06/2023
Type: Partners With
Event: Travelweekly Asia partnered with Royal Caribbean on May 16th '23.
URL: https://www.travelweekly-asia.com/Cruise-Travel/5-top-ways-to-unlock-Indonesia-s-cruise-travel-market

Date: 15/06/2023
Type: Partners With
Event: Travelweekly Asia partnered with Resorts World Cruises on May 16th '23.
URL: https://www.travelweekly-asia.com/Cruise-Travel/5-top-ways-to-unlock-Indonesia-s-cruise-travel-market

Date: 26/02/2023
Type: Hires
Event: Travelweekly Asia will hire Paul Wan as managing director on Nov 1st '23.
URL: https://www.tsnn.com/news/rx-us-launch-new-global-data-and-analytics-event-2024-new-york-city"
linknet.co.id,"Education, Colleges & Universities",5000,3,1,0,Good,"Date: 10/09/2023
Type: partners_with
Event: Linknet partners with Cisco Systems Inc.
URL: https://www.businesswire.com/news/home/20230911453328/en/Link-Net-partners-with-Qwilt-and-Cisco-to-deploy-Open-Caching-solution-to-elevate-video-streaming-experiences-across-Indonesia

Date: 10/09/2023
Type: Partners With
Event: Linknet partners with Qwilt Inc..
URL: https://www.businesswire.com/news/home/20230911453328/en/Link-Net-partners-with-Qwilt-and-Cisco-to-deploy-Open-Caching-solution-to-elevate-video-streaming-experiences-across-Indonesia

Date: 26/06/2023
Type: Partners With
Event: Linknet partners with Hypernet.
URL: https://hypernet.co.id/en/2023/06/26/link-net-enterprise-and-hypernet-technologies-strengthen-commitment-to-contribute-and-support-the-digital-ecosystem-empowerment-in-the-business-sector-in-indonesia/?utm_source=rss&utm_medium=rss&utm_campaign=link-net-enterprise-and-hypernet-technologies-strengthen-commitment-to-contribute-and-support-the-digital-ecosystem-empowerment-in-the-business-sector-in-indonesia"
flyscoot.com,"Transportation, Airlines, Airports & Air Services",1697,5,2,0,Good,"Type: *** Discover Insider ***
Event: Principal Analyst Business Intelligence Analytics of Flyscoot, is interested in Microsoft Azure Customer Reference Book - whitepaper in Singapore.


Date: 01/11/2023
Type: Partners With
Event: CGS Inc partners with Flyscoot.
URL: https://finance.yahoo.com/news/cgs-receives-silver-muse-creative-130000323.html

Date: 17/10/2023
Type: Launches
Event: Flyscoot launches special discount for upcoming flight tickets.
URL: https://mustsharenews.com/singapore-airlines-scoot/

Date: 13/10/2023
Type: Has Issues With
Event: Flyscoot has issues with 787 gets F15 escort following bomb threat.
URL: https://simpleflying.com/scoot-boeing-787-returns-singapore-bomb-threat-october-2023/

Date: 26/09/2023
Type: Launches
Event: Flyscoot launches 'child-free' zones.
URL: https://www.belfasttelegraph.co.uk/life/features/why-childism-is-the-next-big-ism-we-need-to-talk-about-and-tackle/a719270225.html

Date: 18/09/2023
Type: Partners With
Event: Flyscoot partners with SimpleVisa, LLC.
URL: https://www.prweb.com/releases/scoot-partners-with-simplevisa-to-simplify-travel-visa-process-for-customers-301931537.html"
vale.com/indonesia,"Education, Colleges & Universities",5000,5,2,0,Good,"Date: 30/10/2023
Type: partners_with
Event: Ero Copper Corp. partners with Vale.
URL: https://www.mining-journal.com/base-metals/news/4140059/ero-enters-copper-deal-vale

Date: 15/10/2023
Type: Hires
Event: Vale hires Thiago Lofiego as head of investor relations.
URL: https://www.bloomberg.com/news/articles/2023-10-16/vale-hires-lofiego-from-bradesco-bbi-to-lead-investor-relations

Date: 02/10/2023
Type: Is Developing
Event: Vale is developing low-carbon solutions.
URL: https://www.steelorbis.com/steel-news/latest-news/vale-and-petrobras-partner-to-develop-low-carbon-solutions-1308812.htm

Date: 02/10/2023
Type: Partners With
Event: Vale partners with Petroleo Brasileiro SA.
URL: https://www.steelorbis.com/steel-news/latest-news/vale-and-petrobras-partner-to-develop-low-carbon-solutions-1308812.htm

Date: 02/10/2023
Type: Partners With
Event: Vale partnered with bluestone.com on Oct 3rd '23.
URL: https://www.canadianminingjournal.com/news/vale-taps-bluestone-to-repurpose-nickel-refinery-waste-in-brazil/"
